,categories_en
11425,"Dairies,Cheeses,Pasteurized cheeses,Sliced cheeses,fr:Raclettes"
11426,"Meats,Spreads,Canned foods,Prepared meats,Salted spreads,Fish and meat and eggs,Savory mousses,fr:Foies gras,fr:Mousses de foie gras"
11427,"Breakfasts,Sugary snacks,Viennoiseries,Brioches,fr:Brioches tressées,fr:Brioches-tressees-au-levain"
11428,"Spreads,Breakfasts,Sweet spreads,fr:Pâtes à tartiner,fr:Pate-de-fruits-a-tartiner"
11429,"Fresh foods,Dairies,Cheeses,Cow Cheeses,French cheeses,Soft cheeses with bloomy rind,Bries,Pasteurized cheeses,Industrial cheese"
11430,"Sweeteners,Sugars,Cane sugar,Lump sugar"
11431,"Seafood,Fishes,Fish fillets,fr:Filets-de-harengs"
11432,"Beverages,Waters,Non-sugared beverages,Spring waters,fr:Eau-de-source-de-montagne"
11433,"Fresh foods,Meats,Prepared meats,Beef,Beef preparations,fr:Viande des grisons"
11434,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Spreads,Breakfasts,Fruits based foods,Plant-based spreads,Sweet spreads,Fruit preserves,Jams,Fruit jams,Citrus jams,Clementine jams"
11435,Brassica
11436,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Mixed cereal flakes,Mueslis,Mueslis with fruits,fr:Mueslis-aux-noix"
11437,"Fresh foods,Dairies,Labeled products,Cheeses,Cooked pressed cheeses,Cow Cheeses,French cheeses,Emmentaler,Unpasteurised cheeses,fr:Fromages labéllisés,French emmentaler,fr:Emmentals de Savoie"
11438,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Products without gluten,Cornmeal"
11439,"Sweeteners,Syrups,Simple syrups,Fruit syrups,fr:Concentres"
11440,"Plant-based foods and beverages,Beverages,Plant-based foods,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit nectars,Orange nectars,Non-Alcoholic beverages"
11441,"de:Petit-dejeuners,de:Produits-a-tartiner,de:Produits-a-tartiner-sucres,de:Pates-a-tartiner,de:Pates-a-tartiner-aux-noisettes"
11442,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Seeds,Cereal grains,Rices,Microwave-rice,Microwave-wholegrain-rice,Wholegrain-rice"
11443,Toppings
11444,"Meals,Soups,Chicken-noodle-soup,Chicken-soup,Noodle-soup"
11445,Citrouille-en-conserve
11446,"Salty snacks,Appetizers,Chips and fries,Crisps,fr:Chips-de-bananes"
11447,"Meats,Prepared meats,Poultries,fr:Charcuteries diverses"
11448,"Meats,Lamb meat,Souris-d-agneau"
11449,"Frozen foods,Meals,Gratins,Vegetable gratins,Frozen ready-made meals"
11450,"Sugary snacks,Viennoiseries,Chouquettes"
11451,"Beverages,Sweeteners,Syrups,Simple syrups,Flavoured syrups,Fruit syrups,Non-sugared beverages,fr:Sirops à la mirabelle"
11452,"Dairies,Cheeses,Cow Cheeses,French cheeses,Unpasteurised cheeses"
11453,"Meats,Canned foods,Prepared meats,fr:Charcuteries diverses,Country-style Pâté"
11454,"Frozen foods,Meals,Meals with meat,Poultry meals,Frozen ready-made meals,Meals with chicken,fr:Paëlla"
11455,it:Dadi-per-brodo-vegetale
11456,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Frozen yogurts,Ice cream tubs"
11457,"Beverages,Alcoholic beverages,Wines,French wines,White wines,fr:Alsace Grand Cru,fr:Gewurztraminer,fr:Vins-biologiques"
11458,"Groceries,Sauces,fr:Sauces-rouille"
11459,"Spreads,Breakfasts,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,fr:Melanges-de-miels"
11460,"Dairies,Desserts,Dairy desserts,Tiramisu,fr:Tiramisus-au-citron"
11461,"Dairies,Cheeses,Italian cheeses,Parmigiano-Reggiano"
11462,"Beverages,Alcoholic beverages,Wines,French wines,Burgundy wines,Red wines,fr:Nuits-st-georges"
11463,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Seeds,Cereal grains,Flax seeds,Brown flax seeds"
11464,"Desserts,fr:Desserts-patissiers"
11465,"Plant-based foods and beverages,Plant-based foods,Groceries,Canned foods,Condiments,Pickles,Plant-based pickles,Spices,Peppers,Green peppers,Peppercorns,Green peppercorns,Pickled green peppercorns"
11466,"Fresh foods,Dairies,Desserts,Yogurts,Fruit yogurts,Sweetened yogurts,Whole milk yogurts,fr:Yaourts-sur-lit,fr:Yaourts-sur-lit-de-fraises"
11467,"Meats,Prepared meats,Pork,fr:Charcuteries cuites,Pork ribs"
11468,"Breakfasts,fr:Petites-tartines-legeres-et-craquantes"
11469,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Meals,Microwave meals,Plant-based meals,Precooked rices,es:Arroces-cocidos-integrales,es:Cereales-preparees,es:Riz-prepares"
11470,"Beverages,Alcoholic beverages,Beers,Red-beers"
11471,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes"
11472,"Spare-pork-ribs,Spare-ribs"
11473,"Meats,Prepared meats,Sausages,French sausages,fr:Saucissons,Sausages from Spain,fr:Fouets catalans"
11474,"Plant-based foods and beverages,Plant-based foods,Salty snacks,Nuts and their products,Nuts,Roasted nuts,Shelled nuts,fr:Fruits à coque salés"
11475,"Plant-based foods and beverages,Beverages,Plant-based beverages,Milk substitute,Plant milks,Tigernut milks,Non-sugared beverages"
11476,"Seafood,Fishes,Mackerels,Cured-fish"
11477,"Meats,Prepared meats,Sausages,French sausages,fr:Chipolatas,fr:Chipolatas aux herbes"
11478,Multifruits
11479,"Baby foods,fr:Laits-en-poudre-pour-bebe"
11480,ro:Cartofi
11481,"ru:Каша,ru:Моментальная-овсяная-каша,ru:Овсяная-каша"
11482,"Meats,Beef,Meat preparations,Beef preparations,Fresh meats,Ground meat preparations,Fresh meat preparations,Ground beef preparations,Fresh ground beef preparations,Fresh ground meat preparations,fr:Boulettes-de-viande"
11483,"Beverages,Alcoholic beverages,Wines,French wines,Rosé wines,fr:Luberon"
11484,"Baby foods,From 15 months,Main meals for babies"
11485,"Beverages,Alcoholic beverages,Wines,French wines,Burgundy wines,Red wines,fr:Coteaux-bourguignons"
11486,"Sugary snacks,Biscuits and cakes,Desserts,Biscuits,fr:Biscuits-pavot,fr:Biscuits-pavot-saveur-romarin"
11487,"Terrine,fr:Terrines-forestieres"
11488,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Legumes,Nuts and their products,Nuts,Peanuts,es:Snacks"
11489,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Fresh plant-based foods,Vegetables based foods,Fresh vegetables,Frozen foods,Meals,Potatoes,Frozen ready-made meals,fr:Poêlées,fr:Poêlées à la sarladaise,fr:Rondelles-de-pommes-de-terre"
11490,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Cereals and potatoes,Cereals and their products,Meals,Pastas,Stuffed Pastas,Fresh meals,Fresh pasta,fr:Pâtes aux oeufs"
11491,"Sugary snacks,Chocolates,Dark chocolates,fr:Chocolats-a-la-menthe"
11492,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Meals,Meals with meat,Microwave meals,Pastas,Beef dishes,Spaghetti"
11493,"Meats,Prepared meats,Sausages,French sausages,Montbéliard sausages,fr:Saucisses-boyaux-naturels,fr:Saucisses-de-montbeliard-cuites"
11494,"Fresh foods,Meals,Fresh meals,fr:Feuilletes"
11495,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Labeled products,Pastas,Dry pasta,fr:Pâtes d'Alsace,fr:Macaroni,fr:Macaroni-aux-oeufs,fr:Macaroni-d-alsace,fr:Pates-seches-aux-oeufs"
11496,ru:Булочные-изделия
11497,"Seafood,Fishes,Frozen foods,Frozen fishes,Frozen-atlantic-salmon"
11498,it:Pane-e-biscotti
11499,"Fresh foods,Dairies,Yogurts,Drinkable yogurts,fr:Yaourts-a-boire-citron"
11500,"Beverages,Artificially sweetened beverages,Carbonated drinks,Waters,Mineral waters,Carbonated waters,Carbonated mineral waters,Flavored waters,Non-sugared beverages"
11501,de:Cocktail-sauce
11502,"Dairies,Cheeses,Cow Cheeses,Uncooked pressed cheeses,fr:Raclettes"
11503,Strawberries-canned
11504,Mackerel-filets-in-sunflower-oil
11505,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Spreads,Breakfasts,Fruits based foods,Plant-based spreads,Sweet spreads,Fruit preserves,Jams,Artisan products,Fruit jams,Artisan jams,Citrus jams,Orange jams"
11506,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Vegetables based foods,Canned plant-based foods,Canned vegetables,fr:Marrons"
11507,"Plant-based foods and beverages,Plant-based foods,Seeds,Sunflower seeds and their products,Sunflower seeds,Roasted sunflower seeds,Shelled sunflower seeds,Roasted shelled sunflower seeds"
11508,fr:Huile-pour-wok
11509,"Beverages,Alcoholic beverages,Beers,Abbey beer,Amber beers,fr:Bieres-neerlandaises"
11510,"Frozen foods,Meals,Prepared vegetables,fr:Purées,Mashed vegetables"
11511,"Dairies,Creams,Sour creams,pl:Śmietana"
11512,"Sugary snacks,Biscuits and cakes,Baby foods,Biscuits,Snacks and desserts for babies,Biscuits for babies,From 12 months old,fr:Petits beurres"
11513,"Fats,Animal fats,Butter fat"
11514,"Beverages,Waters,Mineral waters,Drinking water,Non-sugared beverages"
11515,"Beverages,Hot beverages,Coffees,Coffee capsules,Non-sugared beverages,Senseo-compatible coffee capsules"
11516,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Puffed cereal cakes,Puffed rice cakes,fr:Snack"
11517,"Meals,Soups,fr:Soupes-a-l-oignon"
11518,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Groceries,Condiments,Fresh plant-based foods,Vegetables based foods,Culinary plants,Fresh vegetables,Frozen foods,Frozen plant-based foods,Frozen vegetables,Onions and their products,Onions,Frozen chopped onions"
11519,"Beverages,Carbonated drinks,Sodas,Lemonades,Sugared beverages,fr:Virgin-mojito"
11520,Dry-seasoning-mix
11521,"Dairies,Cheeses,Yogurts,Fruit yogurts,Low-fat yogurts,fr:Fromages blancs,fr:Yaourts sur lit de fruits"
11522,"Plant-based foods and beverages,Plant-based foods,Salty snacks,Seeds,Nuts and their products,Nuts,Shelled nuts,Shelled walnuts,Walnuts,fr:Cerneaux de noix"
11523,"Meals,Meals with meat,Microwave meals,Pork meals,fr:Plats-prepares-a-rechauffer-au-four,fr:Tartiflettes"
11524,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Orange juices,Squeezed juices,Squeezed orange juices,Non-Alcoholic beverages"
11525,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,fr:Couronne-de-pain"
11526,"Dairies,Cheeses,Cheeses of the Netherlands,ru:Сыр-голландский-45-брус"
11527,"Baby foods,Snacks and desserts for babies,Baby fruit desserts,From 6 months"
11528,"Frozen foods,Meals,Meals with meat,Poultry meals,Meals with chicken"
11529,"Dairies,Creams,fr:Cremes-fouettees"
11530,"Plant-based foods and beverages,Beverages,Plant-based foods,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Concentrated fruit juices,Grapefruit juices,Squeezed juices,Concentrated grapefruit juices,Non-Alcoholic beverages"
11531,fr:Tablettes-de-chocolat
11532,"Plant-based foods and beverages,Plant-based foods,Canned foods,Meals,Plant-based meals,Canned meals,es:Ensaladas-de-quinoa,es:Ensaladas-mixtas"
11533,"Dairies,Cheeses,Uncooked pressed cheeses,Pasteurized cheeses,Sliced cheeses,fr:Raclettes"
11534,"Beverages,Artificially sweetened beverages,Carbonated drinks,Sugared beverages"
11535,"Beverages,Alcoholic beverages,Beers,Lagers,fr:Indian-pale-ale"
11536,"Meals,fr:Poêlées,fr:Poelees-a-la-savoyarde"
11537,"Plant-based foods and beverages,Plant-based foods,Canned foods,Cereals and potatoes,Cereals and their products,Meals,Meals with meat,Pastas,Beef dishes,Stuffed Pastas,Canned meals,Ravioli,Beef ravioli,Canned raviolis,fr:Pates,fr:Pates-bio,fr:Raviolis-bio"
11538,"Dairies,Milks,pt:Leites"
11539,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Concentrated fruit juices,Apple juices,Concentrated apple juices,Non-Alcoholic beverages"
11540,"Dairies,Yogurts,Fruit yogurts,fr:Yaourt-aux-fruits-0"
11541,"Seafood,Crustaceans,Shrimps,Prawns,fr:Crevettes-decortiquees"
11542,"Beverages,Alcoholic beverages,Beers,ru:Пастеризованное-светлое-пиво"
11543,"Dairies,Cheeses,Cow Cheeses,French cheeses,Unpasteurised cheeses,fr:Abondance"
11544,"Plant-based foods and beverages,Plant-based foods,Dairies,Pickles,Cheeses,Olive tree products,Plant-based pickles,Cow Cheeses,Olives,Green olives,Pitted olives,Green pitted olives,Pasteurized cheeses"
11545,"Plant-based foods and beverages,Plant-based foods,Seafood,Seaweeds and their products,Nori seaweeds,fr:Feuilles-de-nori"
11546,"Dairies,Cheeses,Stilton"
11547,"Meats,Prepared meats,Sausages,French sausages,Strasbourg sausages,fr:Knacks-d-alsace"
11548,"Fresh foods,Dairies,Desserts,Yogurts,Fruit yogurts,Fruit stirred yogurts,Stirred yogurts,Sweetened yogurts,Whole milk yogurts"
11549,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Salty snacks,Dried products,Nuts and their products,Dried plant-based foods,Nuts,Dried fruits"
11550,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Cereals and potatoes,Cereals and their products,Pastas,Fresh pasta"
11551,"Sugary snacks,Confectioneries,Candies,fr:Violettes"
11552,"Meats,Poultries,Chickens,Chicken breasts,fr:Jambons-de-volaille"
11553,"Dairies,Cheeses,Cow Cheeses,French cheeses,fr:Raclettes"
11554,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Sugary snacks,Biscuits and cakes,Fruits based foods,Fruits,Tropical fruits,Coconuts,Pastries,Grated coconut"
11555,"Dairies,Cheeses,Soft cheese with a natural rind"
11556,"Fresh foods,Dairies,Desserts,Dairy desserts,fr:Desserts lactés à la vanille,fr:Iles-flottantes"
11557,"Sugary snacks,Confectioneries,Candies,Bonbons,Chocolates,Dark chocolates"
11558,"Dairies,Cheeses,Greek cheeses,Pasteurized cheeses,Sheep Cheeses,Feta"
11559,"Sugary snacks,Confectioneries,fr:Confiseries-gelifiees-aromatisees"
11560,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Seeds,Cereal grains,Rices,White rices,Sushi rice"
11561,"Groceries,Sauces,Salad dressings,Caesar-sauce"
11562,"Sugary snacks,Biscuits and cakes,Desserts,Biscuits,fr:Sablés,fr:Biscuits-au-beurre,fr:Biscuits-aux-fruits,fr:Biscuits-fourres"
11563,fr:Huile-d-olive-de-tunisie
11564,"Plant-based foods and beverages,Beverages,Plant-based beverages,Artificially sweetened beverages,Fruit-based beverages,es:Bebidas-a-base-de-limon"
11565,"Seafood,Frozen foods,Meals,Frozen ready-made meals,Mollusc,Starters,fr:Coquilles Saint-Jacques,fr:Coquilles-saint-jacques-a-la-bretonne,fr:Entrees-chaudes,fr:Plats-prepares-aux-noix-de-saint-jacques,fr:Plats-prepares-a-rechauffer-au-four-traditionnel"
11566,"Meats,Poultries,Chickens,fr:Lardons-de-poulet"
11567,"Sugary snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,fr:Biscuits-aux-chocolat-et-a-la-noix-de-coco"
11568,de:Heringssalat
11569,de:Dessert-patisserie
11570,"Seafood,Frozen foods,Mollusc,fr:Noix-de-saint-jacques-sans-corail"
11571,"Sweeteners,Food additives,Sugar substitutes"
11572,"Dairies,Creams,fr:Crèmes entières"
11573,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Seeds,Cereal grains,Rices,ru:Крупа-рисовая-шлифованная-обработанная-паром-рис-золотистый-длиннозёрный-в-пакетиках-для-варки"
11574,"Sugary snacks,Biscuits and cakes,Biscuits,Cookies,Biscuits-et-gateaux,Snacks-sucres"
11575,"Beverages,Hot beverages,Coffees,Decaffeinated coffees,Non-sugared beverages"
11576,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Desserts,Fruits based foods,Compotes,Apple compotes,Strawberry applesauces"
11577,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Cereals and potatoes,Cereals and their products,Meals,Pastas,Fresh meals,Tagliatelle,Tagliatelle Carbonara"
11578,"Spreads,Breakfasts,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,fr:Miels d'ulmo"
11579,"Seafood,Fishes,Smoked fishes,Herring,fr:Harengs-doux,fr:Harengs-doux-en-filets"
11580,"Plant-based foods and beverages,Plant-based foods,Sugary snacks,Confectioneries,Christmas foods and drinks,Nuts and their products,Christmas sweets,Dragées,Nut confectioneries,Sugar coated almonds"
11581,"Plant-based foods and beverages,Plant-based foods,Seeds,fr:Melanges-de-graines"
11582,"Groceries,Sauces,Pasta sauces,Tomato sauces,Meat-based sauces"
11583,Carbonated-soda-water
11584,"Sugary snacks,Biscuits and cakes,Desserts,Cakes,fr:Gateaux-de-semoule"
11585,Peanut-butter-cup
11586,"Plant-based foods and beverages,Plant-based foods,Spreads,Plant-based spreads,Nuts and their products,Oilseed purees,Nut butters,Almond butters,fr:Purées d'amande complète"
11587,"fr:Fecules,fr:Fecules-de-pomme-de-terre"
11588,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Cereals and potatoes,Cereals and their products,Meals,Microwave meals,Pastas,Fresh meals"
11589,"Fresh foods,Dairies,Labeled products,Cheeses,Cow Cheeses,French cheeses,AOC Products,Blue-veined cheeses,fr:Fromages labéllisés,AOC cheeses,French blue-veined cheeses,Pasteurized cheeses,fr:Fourme d'Ambert"
11590,"Groceries,Sauces,fr:Sauces-blanches"
11591,"Breakfasts,Sugary snacks,Viennoiseries,Croissants,fr:Croissants-precuits"
11592,"Plant-based foods and beverages,Plant-based foods,Pickles,Plant-based pickles,Pickled caper berries"
11593,"Frozen foods,Meals,Meals with meat,Beef dishes,Frozen ready-made meals,Shepherd's pie"
11594,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Oat flakes,ru:Овсяная-каша-быстрого-приготовления-с-клубникой"
